tconst	averageRating	numVotes
tt5600326	6.0	224
tt5600678	6.9	203
tt5601582	5.6	100
tt5601792	9.1	36
tt5602204	6.3	184
tt5603976	6.0	22
tt5605730	6.8	10
tt5606538	6.5	1299
tt5606986	5.7	37
tt5607028	5.9	14196
tt5607714	7.6	14921
tt5607782	3.2	459
tt5609672	7.4	26
tt5609734	6.5	595
tt5610626	5.3	1335
tt5611424	5.6	48
tt5612162	7.2	19
tt5612182	6.7	12
tt5612426	6.6	171
tt5612554	6.0	145
tt5612564	4.8	149
tt5612576	6.5	366
tt5612742	4.3	2553
tt5613066	6.2	13
tt5613290	6.9	11
tt5613402	6.1	365
tt5613834	6.4	3980
tt5613920	7.2	23
tt5613964	6.2	20
tt5614612	6.2	3371
tt5614984	6.9	416
tt5615062	6.0	5
tt5615406	6.8	190
tt5615532	7.8	6
tt5617172	5.6	218
tt5617898	8.0	38
tt5618692	5.6	134
tt5618752	6.8	958
tt5621300	6.3	25
tt5622520	8.1	16
tt5624838	8.3	281
tt5625440	4.9	8
tt5625604	6.1	8
tt5628302	7.1	1535
tt5628332	6.1	77
tt5628418	6.1	695
tt5628688	5.0	44
tt5628792	6.4	565
tt5629032	8.0	28
tt5629340	6.7	837
tt5630122	6.8	72
tt5631422	7.1	10
tt5631456	7.5	1034
tt5632272	5.0	64
tt5633450	6.3	7
tt5633706	6.7	781
tt5634406	2.8	286
tt5634960	5.6	1118
tt5634962	6.8	475
tt5635086	7.7	12453
tt5635638	8.0	20
tt5635808	5.8	434
tt5636222	6.4	327
tt5636312	7.6	8
tt5636358	7.5	22
tt5636668	6.6	616
tt5637542	6.2	1172
tt5637568	7.3	7
tt5637736	3.5	222
tt5638178	8.0	14
tt5638250	7.5	6
tt5638642	6.3	36277
tt5638952	8.0	564
tt5639354	7.2	12894
tt5639410	4.5	131
tt5639788	5.8	37
tt5640126	4.2	27
tt5640128	7.2	9
tt5641246	9.5	33
tt5641542	5.1	493
tt5641832	7.6	940
tt5642124	6.9	1156
tt5642492	7.3	12
tt5642914	7.7	7
tt5642934	4.4	25
tt5643060	9.5	12
tt5643272	6.9	21
tt5643644	9.0	11
tt5643724	4.6	119
tt5644054	5.1	9
tt5644062	7.7	51
tt5644394	6.8	21
tt5644740	6.8	994
tt5644794	8.1	7
tt5645006	6.6	323
tt5645536	5.9	125
tt5645602	5.4	14
tt5646992	5.3	258
tt5647102	7.1	32
tt5648036	4.2	721
tt5648120	6.1	7
tt5648160	6.8	10
tt5649108	6.9	12040
tt5649144	7.6	53186
tt5649480	3.9	39
tt5649968	7.8	10
tt5651220	6.9	24
tt5651338	5.7	663
tt5651458	4.6	628
tt5651576	7.0	10
tt5651952	5.6	15
tt5652408	5.8	11
tt5652518	8.2	5
tt5652606	7.3	33
tt5653514	6.4	2632
tt5654044	6.2	97
tt5654050	7.1	174
tt5654204	7.4	21
tt5654600	6.1	330
tt5654710	8.8	25
tt5655098	5.8	27
tt5655222	6.5	5629
tt5655604	7.2	28
tt5655642	9.9	16
tt5656006	8.4	22
tt5656980	6.8	34
tt5657028	6.5	4556
tt5657112	7.4	31
tt5657648	6.1	150
tt5657712	7.2	56
tt5657846	6.0	34043
tt5657856	7.1	34058
tt5658198	4.1	52
tt5658242	5.7	337
tt5658296	5.0	651
tt5659816	7.1	28
tt5662022	7.4	25
tt5662550	7.5	31
tt5662662	5.9	29
tt5663298	5.6	405
tt5664076	4.7	14
tt5664676	6.0	216
tt5665022	6.7	38
tt5665256	6.4	414
tt5665452	6.3	964
tt5666304	5.8	11079
tt5667260	6.7	39
tt5667296	7.6	60
tt5667516	3.8	636
tt5667696	4.6	305
tt5668054	8.2	227
tt5668790	5.2	6
tt5668850	7.1	224
tt5669278	7.2	33
tt5669410	4.3	69
tt5669936	4.7	6976
tt5670068	6.1	24
tt5671902	5.6	92
tt5671990	7.0	103
tt5672286	7.5	270
tt5673422	7.4	33
tt5673432	7.6	28
tt5673486	6.2	5
tt5673828	3.7	37
tt5674368	4.7	482
tt5674698	4.4	271
tt5675828	5.3	393
tt5677324	6.0	5
tt5678262	6.7	121
tt5678732	3.0	109
tt5679360	9.1	9
tt5679554	5.7	3626
tt5679736	3.5	8
tt5684374	6.1	39
tt5684710	6.8	18
tt5685664	9.0	8
tt5686504	7.9	20
tt5687040	5.7	1262
tt5687334	6.7	2497
tt5687380	5.8	740
tt5687424	4.8	360
tt5687814	5.9	1060
tt5687816	8.2	42
tt5689068	4.7	6825
tt5689632	6.2	28
tt5690142	7.3	4709
tt5690330	5.1	12
tt5690472	4.2	146
tt5690630	6.7	25
tt5691924	5.7	46
tt5692622	6.6	507
tt5693136	6.9	1720
tt5693190	6.9	8
tt5693562	7.0	363
tt5694044	3.3	83
tt5697870	6.1	1859
tt5698088	6.3	107
tt5698320	5.8	1265
tt5698986	6.1	98
tt5699060	5.4	473
tt5699154	6.9	4796
tt5700176	5.6	830
tt5701120	6.0	5
tt5701132	5.5	129
tt5701718	5.5	1231
tt5702566	3.0	2486
tt5702636	5.9	44
tt5704704	3.0	157
tt5704748	6.6	499
tt5706112	7.6	81
tt5706370	6.2	128
tt5706420	7.8	28
tt5706876	7.6	16
tt5707548	6.2	9
tt5707754	6.2	36
tt5708028	6.8	122
tt5709620	6.7	46
tt5709852	8.4	17
tt5710514	7.0	30349
tt5710688	8.4	172
tt5711148	6.8	3921
tt5711254	6.9	16
tt5711454	8.3	6
tt5711628	8.0	5
tt5711672	7.9	246
tt5712474	6.2	91
tt5712844	6.3	46
tt5712950	8.7	6
tt5713208	6.5	12
tt5713498	5.2	47
tt5713960	5.8	79
tt5714092	8.5	26
tt5714546	5.8	5
tt5714916	6.0	8
tt5715234	4.2	60
tt5715410	6.1	2957
tt5715874	7.1	64679
tt5716380	5.9	1725
tt5716438	5.8	125
tt5716464	7.1	10947
tt5716848	5.2	1192
tt5717184	8.5	16
tt5717492	5.8	4602
tt5717610	7.0	52
tt5718764	5.6	5
tt5719076	6.0	25
tt5719700	5.7	16665
tt5719786	7.0	684
tt5720338	4.2	38
tt5720558	4.6	40
tt5721088	4.2	3260
tt5722158	8.2	5
tt5722516	7.8	44
tt5723028	6.8	68
tt5723272	7.1	13359
tt5723286	6.4	11553
tt5723416	4.8	1929
tt5723506	1.0	22
tt5725614	7.5	10
tt5726148	9.2	13
tt5726448	6.8	26
tt5726616	8.0	113263
tt5727136	5.6	42
tt5727282	7.0	13342
tt5729348	7.0	1638
tt5729750	8.8	13
tt5729818	6.3	206
tt5730464	8.8	11
tt5730576	7.1	18
tt5730824	9.1	21
tt5730898	5.7	18
tt5731132	6.4	669
tt5731444	6.7	18
tt5732482	9.1	1109
tt5732530	6.2	370
tt5734548	2.6	340
tt5736290	4.5	30
tt5737582	5.3	663
tt5737840	7.0	9
tt5737862	6.4	2946
tt5738152	5.4	14
tt5738264	6.8	25
tt5738574	6.0	33
tt5738768	8.1	9
tt5738830	6.7	14
tt5739438	5.1	11
tt5739468	6.0	22
tt5739586	5.4	68
tt5740806	4.8	1851
tt5741304	5.6	564
tt5742374	6.9	35404
tt5742836	6.5	19
tt5742874	4.8	1461
tt5742932	5.9	113
tt5743888	2.8	218
tt5745450	5.5	1348
tt5746178	5.9	245
tt5747714	6.9	64
tt5748392	4.3	1347
tt5748438	9.0	21
tt5748662	7.2	5
tt5749956	6.2	377
tt5749978	6.5	22
tt5751264	1.0	7
tt5751998	6.6	5849
tt5752360	5.6	1006
tt5752524	7.0	247
tt5752606	5.9	1823
tt5752904	5.8	104
tt5753552	6.5	851
tt5754742	6.9	16
tt5754992	8.0	40
tt5756052	5.3	66
tt5756086	6.9	145
tt5756126	6.4	99
tt5757546	6.6	16
tt5758404	6.8	641
tt5758802	4.6	1069
tt5759064	7.5	6
tt5759360	7.7	6
tt5759434	7.6	92
tt5759506	9.3	147
tt5760556	8.4	5
tt5760674	8.9	41
tt5761064	7.2	9
tt5762006	9.3	20
tt5762180	7.5	216
tt5764024	5.1	2882
tt5764096	7.9	13573
tt5764816	6.6	108
tt5765144	6.8	129
tt5765192	6.4	457
tt5765586	9.0	5
tt5767482	7.3	9
tt5767628	4.3	1413
tt5768058	8.6	5
tt5768138	2.5	11
tt5768204	7.3	18
tt5768208	5.1	71
tt5769414	7.7	1781
tt5770466	8.5	34
tt5770620	6.1	2275
tt5770864	5.3	4776
tt5771710	4.7	713
tt5774796	6.3	100
tt5775194	5.8	650
tt5775220	3.9	1091
tt5776208	6.3	7649
tt5776858	7.6	62833
tt5777312	5.8	13
tt5777708	8.6	5
tt5778060	6.8	135
tt5778092	6.5	142
tt5778384	5.9	313
tt5778410	7.0	8
tt5778908	7.6	22
tt5779540	4.7	1623
tt5779960	4.9	28
tt5780034	6.8	837
tt5780484	6.6	24
tt5781220	6.4	14
tt5781386	6.2	75
tt5781440	7.9	11
tt5782040	5.2	45
tt5782146	5.5	253
tt5782160	6.6	8
tt5784250	6.7	36
tt5784852	3.0	93
tt5784860	4.2	281
tt5785016	5.5	36
tt5785056	6.9	294
tt5785116	5.5	2086
tt5785170	7.4	11670
tt5785200	2.6	510
tt5788136	4.1	1761
tt5789310	4.6	172
tt5789676	8.3	6
tt5789924	7.4	18
tt5789944	5.6	15
tt5790290	10.0	8
tt5790492	5.5	1090
tt5790534	7.0	69
tt5790644	7.0	17
tt5791094	6.7	65
tt5791216	7.0	39
tt5791442	6.8	142
tt5791536	7.5	1517
tt5791560	8.1	19
tt5791622	7.1	43
tt5791732	6.7	69
tt5791878	8.5	6
tt5791986	9.0	67
tt5792256	3.4	16
tt5792468	8.7	29
tt5792472	4.8	1909
tt5792490	7.2	21
tt5792714	5.5	24
tt5793082	7.0	62
tt5794120	7.7	7
tt5794306	4.5	8
tt5795086	5.6	1334
tt5796156	7.7	17
tt5796516	6.0	662
tt5796838	6.2	1595
tt5797038	6.7	11
tt5797164	6.9	157
tt5797456	3.0	18
tt5797534	9.4	26
tt5797716	2.6	5
tt5797756	6.2	132
tt5797820	6.1	576
tt5797822	6.6	8
tt5797894	9.0	19
tt5798330	5.7	89
tt5798432	4.6	282
tt5799362	4.4	14
tt5801026	7.2	93
tt5801242	6.6	47
tt5801302	6.4	37
tt5801486	7.5	8
tt5801522	7.8	26
tt5801550	6.7	53
tt5802404	5.8	283
tt5802944	5.3	150
tt5803150	3.4	5
tt5803374	4.7	6
tt5803528	4.1	436
tt5804314	4.7	1791
tt5804394	7.6	5
tt5804412	6.1	21
tt5804946	6.2	90
tt5804948	5.3	1563
tt5805328	6.2	6
tt5805470	6.4	1134
tt5805752	7.4	10625
tt5806506	4.4	462
tt5806646	5.5	132
tt5807560	7.5	6
tt5808778	6.4	2459
tt5808796	7.4	10
tt5809020	5.3	2601
tt5810368	4.2	157
tt5811154	6.1	36
tt5811808	5.2	187
tt5812442	6.8	8
tt5812510	5.6	86
tt5813010	5.1	55
tt5813366	5.2	3722
tt5813808	4.5	111
tt5813948	5.8	97
tt5814408	6.1	76
tt5814530	7.2	33
tt5814592	6.6	9812
tt5815160	7.6	41
tt5815492	7.3	1425
tt5815858	4.2	276
tt5815944	5.8	1939
tt5816044	5.8	75
tt5816046	7.8	26
tt5816374	6.6	3701
tt5816682	6.8	19354
tt5816936	7.1	16
tt5817022	5.3	247
tt5817456	7.3	14
tt5818404	5.8	9
tt5818818	7.1	1188
tt5819360	5.6	38
tt5819518	6.6	8
tt5819908	5.5	50
tt5820816	7.0	18
tt5821150	6.6	185
tt5821256	6.3	234
tt5821400	6.1	8
tt5822140	6.1	323
tt5822148	6.0	205
tt5822160	5.4	145
tt5822496	8.8	8
tt5822676	6.7	231
tt5822690	6.1	779
tt5822712	3.6	292
tt5823682	8.3	6
tt5824684	5.4	5
tt5824950	8.2	11
tt5825052	4.7	158
tt5825150	4.4	193
tt5825220	6.7	11
tt5825380	6.2	14066
tt5825892	9.0	7
tt5826432	6.1	1987
tt5827212	6.2	750
tt5827360	5.3	257
tt5827590	9.2	6
tt5829040	5.1	2842
tt5830200	5.6	61
tt5830908	6.8	10
tt5831124	7.1	10
tt5831402	4.9	357
tt5832544	6.7	1662
tt5833186	5.7	794
tt5833412	7.3	11
tt5833658	9.3	9
tt5834660	6.9	764
tt5834800	4.7	1106
tt5835100	7.2	73
tt5835256	7.7	17
tt5835938	8.6	11
tt5836246	6.6	242
tt5836316	6.8	1507
tt5836866	7.9	862
tt5837242	7.2	1344
tt5837618	6.6	18
tt5839116	4.5	434
tt5839328	8.8	9
tt5839570	9.1	29
tt5839938	6.3	208
tt5842570	8.1	9
tt5842696	7.2	32
tt5842890	6.3	1580
tt5843096	7.6	5
tt5843716	5.2	224
tt5843838	5.2	836
tt5843850	4.7	660
tt5845262	6.5	41
tt5845440	7.7	7
tt5846628	5.7	338
tt5847286	6.3	1626
tt5848714	4.5	1261
tt5848862	3.2	247
tt5849814	3.7	35
tt5851014	4.9	1743
tt5851598	5.8	16
tt5851786	5.6	368
tt5851904	7.4	687
tt5852632	6.4	276
tt5853464	8.2	49
tt5853664	8.6	26
tt5854198	4.1	457
tt5855402	6.4	50
tt5855440	5.7	344
tt5856116	4.0	107
tt5856594	2.7	105
tt5858514	9.5	781
tt5858628	6.2	5
tt5858650	1.7	12
tt5859132	6.0	43
tt5859140	7.7	40
tt5859238	7.4	8824
tt5859352	8.6	15
tt5860550	7.7	183
tt5860852	4.7	6
tt5861066	6.5	40
tt5862296	5.5	43
tt5862312	6.2	21608
tt5863352	4.7	7
tt5863402	6.5	11
tt5863822	5.7	57
tt5864288	7.5	78
tt5865132	8.2	12
tt5865370	6.7	12
tt5865834	6.1	74
tt5866930	5.6	1813
tt5867796	6.1	102
tt5868162	3.2	56
tt5868924	4.1	454
tt5869632	8.4	39
tt5870084	8.9	1165
tt5870250	8.0	18
tt5870322	7.3	61
tt5870362	8.3	27
tt5871080	7.8	4448
tt5871318	5.5	64
tt5871320	7.7	9
tt5873150	6.4	2442
tt5873216	5.1	254
tt5873672	4.9	244
tt5874398	6.8	183
tt5875666	6.6	219
tt5876040	7.8	28
tt5876322	5.9	358
tt5876412	4.8	403
tt5877136	7.2	8
tt5878326	7.3	164
tt5879912	6.0	29
tt5879988	5.0	68
tt5880234	5.1	31
tt5880458	7.9	48
tt5880528	8.4	10
tt5881460	5.3	18
tt5881892	6.0	38
tt5882416	7.7	240
tt5882450	7.8	6
tt5882970	4.2	11143
tt5882982	6.9	916
tt5883020	6.1	91
tt5883570	7.8	257
tt5883930	7.4	8
tt5884194	6.4	9
tt5884230	6.5	9815
tt5884234	4.9	6006
tt5884784	7.8	97
tt5885540	6.3	15
tt5886216	6.9	177
tt5886440	6.6	8802
tt5886842	7.9	17
tt5887292	7.2	6
tt5888276	4.8	129
tt5889292	5.0	115
tt5889746	9.0	13
tt5891122	6.6	226
tt5891348	6.6	400
tt5891488	6.8	20
tt5891492	7.9	52
tt5891704	6.0	41
tt5892746	6.8	1758
tt5893264	5.6	1875
tt5893332	5.1	10379
tt5894846	6.5	98
tt5894876	7.1	204
tt5895238	7.5	12
tt5895782	5.7	82
tt5896328	6.3	7
tt5896934	3.8	274
tt5897108	8.1	159
tt5897288	6.9	2051
tt5897292	7.0	961
tt5897428	6.7	66
tt5897636	7.2	3030
tt5898630	5.2	179
tt5900988	7.2	29
tt5901992	7.7	143
tt5902484	5.9	1226
tt5903088	6.6	2033
tt5903232	6.1	121
tt5904552	6.8	40
tt5905008	7.5	101
tt5905342	7.4	56
tt5906148	5.2	5
tt5906392	8.1	1934
tt5906834	8.3	7
tt5907734	9.2	17
tt5907748	6.3	191
tt5908294	7.5	28
tt5908764	8.7	50
tt5908970	9.8	13
tt5909218	4.4	57
tt5910344	7.0	146
tt5910350	5.8	2735
tt5910902	8.2	26
tt5911546	6.6	149
tt5912150	6.8	258
tt5912172	4.1	20
tt5912470	6.6	280
tt5912700	6.7	12
tt5912730	6.0	39
tt5913786	4.7	48
tt5913948	9.2	6
tt5913968	5.7	132
tt5914238	5.8	37
tt5914996	7.4	852
tt5915734	5.6	79
tt5917052	8.2	97
tt5918632	7.2	26
tt5921148	9.0	11
tt5921668	3.0	26
tt5922104	8.1	23
tt5922124	6.9	27
tt5922328	6.0	9
tt5922578	6.5	217
tt5922580	4.2	78
tt5923026	7.2	1078
tt5923748	8.5	74
tt5923752	5.2	159
tt5923904	8.5	25
tt5924114	4.1	270
tt5925370	7.7	18
tt5925772	6.6	1647
tt5926730	8.3	6
tt5927352	5.5	2783
tt5927420	7.3	962
tt5927570	7.6	17
tt5928610	8.8	5
tt5929226	6.9	281
tt5929750	6.1	6799
tt5931670	2.5	256
tt5931802	6.6	257
tt5932502	4.4	196
tt5932766	6.6	70
tt5933516	7.5	13
tt5933560	5.5	1051
tt5933664	6.0	41
tt5934402	8.1	74
tt5934564	7.1	233
tt5936484	5.5	21
tt5937210	6.1	32
tt5937542	8.1	8
tt5937642	8.3	7
tt5939018	4.9	17
tt5939172	8.2	6
tt5939408	8.2	5
tt5940300	6.9	9
tt5940342	3.5	254
tt5940384	7.1	37
tt5940448	2.7	115
tt5940572	8.8	5
tt5941004	3.9	46
tt5941132	8.7	7
tt5941352	6.7	61
tt5941398	8.9	16
tt5941780	9.0	11
tt5943606	7.5	182
tt5943940	3.0	55
tt5945584	7.5	31
tt5945724	6.4	98
tt5946552	4.6	228
tt5946936	7.5	238
tt5947284	6.8	5
tt5947364	5.3	122
tt5947582	7.3	81
tt5948190	7.1	18
tt5949038	4.8	865
tt5950646	4.2	237
tt5951832	9.4	5
tt5952006	5.6	116
tt5952238	5.8	225
tt5952720	6.7	32
tt5954042	6.5	10
tt5954088	5.2	2035
tt5954284	6.5	255
tt5954892	6.3	159
tt5955162	6.0	20
tt5956006	6.5	653
tt5956078	8.3	7
tt5956100	6.2	16365
tt5956234	5.9	35
tt5956812	6.5	30
tt5957104	7.3	92
tt5957120	6.8	43
tt5957180	6.7	10
tt5957600	9.2	521
tt5957776	6.2	9
tt5958060	4.9	116
tt5958178	7.6	5
tt5958312	8.2	54
tt5959952	7.6	536
tt5959970	4.9	8
tt5959992	7.5	8
tt5962210	6.7	21257
tt5962986	6.3	26
tt5963066	8.1	11
tt5963218	9.7	6397
tt5963354	3.6	59
tt5964278	3.8	130
tt5964694	6.5	48
tt5965528	8.9	29
tt5966238	5.7	6
tt5966242	8.2	39
tt5966350	6.5	21
tt5966600	6.4	229
tt5966604	6.3	19
tt5966750	6.6	419
tt5967066	8.0	5
tt5968964	4.3	292
tt5969404	5.6	322
tt5969628	4.5	171
tt5969696	7.1	3392
tt5969846	5.2	485
tt5971716	6.9	15
tt5971892	7.4	9
tt5972292	7.5	1067
tt5972780	5.0	127
tt5973364	4.6	1123
tt5974044	5.0	181
tt5974050	4.9	133
tt5974240	6.2	42
tt5974626	4.3	425
tt5974944	8.2	8
tt5975354	5.0	617
tt5976178	4.1	453
tt5976196	7.9	30
tt5978724	5.4	205
tt5979874	6.0	3901
tt5980170	6.2	13
tt5980242	6.5	25
tt5980496	8.3	9
tt5980746	3.8	73
tt5980798	6.4	627
tt5981304	6.8	332
tt5982852	7.3	16468
tt5983262	8.5	65
tt5983362	8.4	14
tt5984662	8.3	20
tt5984856	7.1	12
tt5985052	5.1	317
tt5985952	6.8	20
tt5986246	6.4	259
tt5987402	6.7	2574
tt5988216	6.8	37
tt5988246	8.0	5
tt5988370	1.8	71608
tt5988966	2.6	485
tt5989220	6.5	504
tt5989394	7.3	498
tt5990066	5.6	1625
tt5990342	6.5	4252
tt5990474	7.3	7234
tt5991138	7.8	31
tt5991290	8.2	11
tt5991410	5.3	828
tt5991948	5.4	487
tt5991974	6.9	239
tt5992114	3.9	110
tt5992138	5.5	140
tt5992202	7.2	85
tt5992750	8.5	11
tt5993068	6.7	26
tt5993456	4.5	213
tt5994486	5.2	22
tt5994894	3.9	390
tt5995448	4.2	40
tt5995602	5.4	14
tt5996682	5.0	184
tt5996836	7.5	6145
tt5997666	5.5	14918
tt5997878	8.2	57
tt5999530	6.0	740
tt5999770	6.9	387
tt6000140	5.7	125
tt6000292	5.7	21
tt6000478	6.4	16306
tt6001632	6.9	7
tt6002232	7.7	2265
tt6002522	7.4	235
tt6003368	4.4	4566
tt6003552	9.6	9
tt6004376	6.2	6
tt6004848	7.5	332
tt6005206	3.7	378
tt6005298	8.0	11
tt6006456	6.8	23
tt6006538	5.8	66
tt6006666	7.1	232
tt6006924	5.2	118
tt6007398	5.5	114
tt6009102	7.8	95
tt6009140	6.2	1719
tt6010020	6.5	162
tt6010240	8.2	396
tt6010630	6.1	1046
tt6010828	6.8	206
tt6011302	4.6	5
tt6011390	7.8	12
tt6011458	7.1	13
tt6012684	6.1	21
tt6012742	6.0	58
tt6012792	5.8	185
tt6013154	6.8	204
tt6013182	7.2	38
tt6013186	3.8	125
tt6013892	5.2	21
tt6013898	7.4	7
tt6014396	9.7	29
tt6014408	5.9	29
tt6014442	5.6	8
tt6014472	4.5	1362
tt6014556	9.5	14
tt6014904	5.0	1411
tt6015326	7.4	10
tt6015328	6.8	2228
tt6015706	3.4	433
tt6016672	5.2	78
tt6017312	5.6	93
tt6017364	8.3	29
tt6017840	7.1	9
tt6018306	6.9	13943
tt6018642	9.1	70
tt6019068	7.4	10
tt6019978	6.3	15
tt6020104	6.3	244
tt6021478	6.1	1080
tt6021694	8.0	8
tt6021860	4.6	102
tt6021894	7.9	36
tt6022946	6.8	72
tt6024646	7.0	33
tt6024800	8.6	5
tt6025212	7.6	12
tt6025224	6.7	78
tt6025806	6.6	478
tt6026008	6.8	287
tt6027102	5.9	28
tt6027344	6.1	97
tt6028234	1.3	36
tt6028368	6.8	6
tt6028638	6.9	23
tt6029106	5.6	141
tt6029146	5.9	27
tt6029350	6.6	72
tt6030996	4.0	5
tt6031104	4.6	34
tt6032290	8.6	7
tt6032566	5.6	17
tt6032670	10.0	5
tt6032708	7.8	5
tt6032718	6.5	12
tt6032878	5.5	200
tt6033536	5.0	253
tt6034164	4.7	194
tt6034550	7.3	274
tt6034774	8.7	7
tt6034966	6.5	98
tt6035294	6.9	663
tt6037540	4.4	17
tt6038168	6.9	138
tt6038606	7.0	22
tt6039116	8.5	8
tt6039372	5.6	518
tt6039532	6.9	669
tt6039720	7.5	11
tt6040662	5.5	130
tt6041332	10.0	5
tt6041362	5.4	288
tt6042062	7.4	126
tt6042392	5.9	103
tt6042446	4.0	1751
tt6042588	9.1	16
tt6042756	3.8	5
tt6044156	6.0	96
tt6044548	6.3	22
tt6044614	8.1	15
tt6045004	8.1	16
tt6045466	6.1	2830
tt6045676	8.4	8
tt6046212	5.6	813
tt6046754	6.4	227
tt6047030	7.1	576
tt6047280	6.5	48
tt6047298	6.1	2025
tt6047482	7.0	120
tt6047974	7.3	227
tt6048658	8.0	21
tt6048930	5.4	11660
tt6050668	8.2	18
tt6051042	7.6	32
tt6051052	7.7	84
tt6051554	7.3	481
tt6052748	8.0	35
tt6053438	7.7	3038
tt6053440	6.7	1464
tt6054058	6.3	2626
tt6054510	8.9	8
tt6054650	5.3	623
tt6054874	6.3	1201
tt6054910	6.5	45
tt6055082	4.0	799
tt6055958	7.2	20
tt6057032	7.0	1504
tt6057322	7.9	42
tt6058136	4.7	163
tt6058394	6.5	924
tt6058448	9.1	29
tt6059074	6.9	2064
tt6059268	5.4	13
tt6059570	9.0	36
tt6060002	9.0	8
tt6060144	4.8	6
tt6060156	6.4	2368
tt6060208	8.2	24
tt6061558	7.3	87
tt6063024	6.2	156
tt6063866	5.0	101
tt6064378	6.3	98
tt6064520	7.3	19
tt6065046	5.4	24
tt6065284	7.9	274
tt6065846	8.2	8
tt6065900	5.8	6
tt6066280	4.5	176
tt6066490	7.4	5
tt6066958	4.5	11
tt6067428	6.5	39
tt6067832	8.2	814
tt6068242	4.8	5
tt6068746	6.6	36
tt6068788	9.3	9
tt6068978	1.4	397
tt6069126	5.8	440
tt6069264	5.1	1121
tt6069422	6.8	19
tt6069668	7.1	333
tt6070832	6.2	64
tt6071040	4.9	75
tt6071084	5.0	184
tt6073558	6.1	21
tt6073756	6.0	9
tt6074358	6.9	10
tt6074486	3.7	131
tt6075486	6.4	10
tt6075734	7.2	24
tt6075764	5.5	111
tt6075920	6.8	9
tt6076004	4.7	37
tt6076226	5.6	793
tt6076468	9.2	16
tt6076810	8.9	35
tt6077176	6.7	32
tt6077620	8.2	5
tt6078532	6.2	622
tt6078840	7.3	820
tt6078842	7.0	226
tt6079186	6.6	89
tt6079330	6.6	14
tt6079382	8.1	8
tt6079702	4.7	311
tt6079976	6.8	40
tt6080460	8.0	7
tt6080746	8.2	307
tt6080914	5.3	542
tt6081408	7.0	228
tt6081412	6.9	34
tt6081620	7.4	7
tt6081632	5.5	541
tt6082080	8.1	21
tt6082610	8.4	18
tt6082614	5.8	434
tt6082630	6.3	220
tt6082738	8.2	17
tt6083146	8.3	15
tt6083388	6.4	1298
tt6084472	6.4	358
tt6084676	9.0	37
tt6085026	4.4	5
tt6085922	7.9	12
tt6085926	7.7	112
tt6086080	4.1	914
tt6086094	8.1	16
tt6086432	7.5	6
tt6086548	10.0	5
tt6086718	3.0	53
tt6086876	6.2	13
tt6087058	5.6	98
tt6087426	5.4	1768
tt6087562	6.4	86
tt6087632	8.6	20
tt6088016	5.1	119
tt6088456	6.4	39
tt6089576	8.0	23
tt6089644	8.5	23
tt6089682	7.3	14
tt6089700	3.7	1424
tt6090190	7.4	34
tt6090268	6.5	308
tt6090764	5.8	37
tt6091028	6.9	16
tt6091122	8.5	8
tt6091368	7.0	14
tt6091450	8.8	16
tt6092354	6.5	26
tt6092924	5.7	23
tt6093162	8.7	30
tt6093350	3.1	21
tt6093428	6.6	38
tt6094944	7.0	161
tt6094970	7.2	46
tt6094992	5.3	87
tt6095000	6.3	11
tt6095002	7.4	319
tt6095004	6.9	373
tt6095090	4.7	1548
tt6095482	9.2	5
tt6095616	7.4	1889
tt6095714	7.5	12
tt6095808	4.6	185
tt6095994	7.0	315
tt6096166	8.8	20
tt6096190	8.0	8
tt6096192	8.9	8
tt6096194	5.2	347
tt6096266	7.7	6
tt6096346	8.0	23
tt6096414	6.5	8
tt6096500	5.3	336
tt6096562	7.7	63
tt6096868	7.4	48
tt6096884	7.1	965
tt6096894	5.6	38
tt6097006	6.2	5
tt6097248	8.3	7
tt6097278	5.8	143
tt6097280	8.3	11
tt6097300	6.3	48
tt6097798	6.2	5748
tt6097918	7.1	1916
tt6097926	9.1	17
tt6098208	7.2	16
tt6098464	8.0	8
tt6098486	4.6	140
tt6098512	6.5	40
tt6098544	7.5	185
tt6098546	6.8	158
tt6098552	8.2	18
tt6098696	8.6	5
tt6098734	9.0	5
tt6098792	6.6	32
tt6098794	5.1	46
tt6099416	5.1	89
tt6099438	8.3	9
tt6099456	9.6	8
tt6099466	7.6	11
tt6099468	7.9	12
tt6099490	9.2	9
tt6099554	6.8	83
tt6100122	5.9	142
tt6100336	5.9	33
tt6100898	6.4	26
tt6101284	7.9	15
tt6101426	9.7	15
tt6101458	6.3	79
tt6101820	7.0	4738
tt6102104	8.5	40
tt6103318	5.8	113
tt6103618	7.1	158
tt6103702	7.0	371
tt6103812	5.8	63
tt6104206	4.7	1913
tt6104268	7.4	1384
tt6105406	7.3	162
tt6105430	6.5	19
tt6105880	5.8	555
tt6105934	4.8	17
tt6106526	5.5	81
tt6106738	9.4	13
tt6106802	5.9	132
tt6107102	7.9	32
tt6107306	7.9	12
tt6107396	6.0	48
tt6107516	6.8	158
tt6107572	5.4	13
tt6107666	5.2	51
tt6108090	8.1	11930
tt6108178	6.8	4057
tt6108558	8.5	38
tt6109080	6.9	30
tt6110504	7.6	1355
tt6110664	8.0	15
tt6111996	6.0	24
tt6112234	8.6	128
tt6112534	5.9	63
tt6113488	6.1	5402
tt6115392	8.5	26
tt6116682	6.4	94
