tconst	averageRating	numVotes
tt4538652	6.6	9
tt4538916	6.6	1802
tt4539912	5.0	21
tt4540384	7.5	474
tt4541052	6.6	18
tt4542726	3.2	320
tt4547194	6.3	15272
tt4548864	6.4	135
tt4549072	6.7	14
tt4552486	4.3	262
tt4552514	4.4	86
tt4552856	8.3	7
tt4553514	4.4	19
tt4554212	5.8	367
tt4554354	7.9	7
tt4554360	7.1	64
tt4555426	7.4	103513
tt4556216	8.5	11
tt4556370	4.0	2209
tt4556662	6.9	33
tt4557208	3.8	1378
tt4557956	5.7	1690
tt4557998	8.0	5
tt4560374	9.2	8
tt4560748	7.3	206
tt4561402	9.2	39
tt4565316	6.5	18
tt4565520	4.7	7594
tt4565668	4.4	81
tt4567320	4.6	88
tt4567858	7.4	81
tt4568466	5.2	145
tt4568478	7.3	353
tt4572792	6.5	14997
tt4577050	7.5	70
tt4577974	6.6	42
tt4578000	7.3	11
tt4578050	5.8	160
tt4578910	8.5	13
tt4580974	5.4	68
tt4581576	5.7	15434
tt4585080	8.7	289
tt4587656	5.9	3544
tt4588594	4.0	242
tt4591840	5.9	808
tt4594286	6.0	763
tt4596052	3.7	181
tt4599584	5.9	17
tt4600952	4.0	8675
tt4602074	4.8	274
tt4602342	6.9	51
tt4602774	5.4	5
tt4603176	8.4	5
tt4603510	3.1	7
tt4607168	7.8	8
tt4607722	5.8	1280
tt4610748	5.1	1581
tt4614304	6.4	100
tt4614918	6.6	21
tt4614922	7.0	7
tt4614936	4.5	159
tt4615318	4.8	147
tt4616802	6.3	25
tt4617698	3.0	5
tt4622512	6.7	32685
tt4622662	8.4	41
tt4622666	5.2	6
tt4623726	8.3	12
tt4624204	8.2	71
tt4624724	3.6	115
tt4625324	4.1	111
tt4629588	8.4	9
tt4630562	6.7	162996
tt4631100	6.1	122
tt4633340	7.1	63
tt4633690	7.3	47307
tt4640206	8.7	6701
tt4642702	8.5	27
tt4643034	6.7	82
tt4645156	6.1	35
tt4649466	6.8	186627
tt4649558	7.2	6
tt4650752	8.7	26
tt4651666	6.4	1380
tt4652380	6.3	150
tt4652650	6.8	5446
tt4653272	6.6	176
tt4653492	6.8	302
tt4653808	9.0	43
tt4653818	4.9	73
tt4654016	5.2	120
tt4654472	9.0	57
tt4656810	2.6	161
tt4659728	9.5	11
tt4659914	5.8	32
tt4661884	8.2	12
tt4662062	6.2	28
tt4662396	7.3	2950
tt4662420	5.7	4627
tt4662530	6.8	10
tt4662704	8.5	6
tt4662708	6.6	62
tt4663284	5.8	135
tt4663548	5.9	976
tt4664460	8.4	7
tt4665930	6.8	33
tt4666484	8.6	19
tt4669142	5.3	6
tt4669278	3.8	991
tt4671306	7.5	120
tt4673790	6.1	270
tt4675356	7.4	5
tt4675370	6.8	51
tt4675986	8.7	56
tt4677924	4.3	962
tt4678184	4.0	628
tt4679938	6.6	10
tt4681454	7.9	24
tt4682788	6.2	2817
tt4682922	7.8	62
tt4685428	6.1	1838
tt4685636	4.9	140
tt4686108	5.2	509
tt4686844	7.2	39412
tt4687392	8.0	50
tt4687410	6.2	414
tt4688142	9.4	26
tt4688446	8.2	256
tt4688518	8.8	8
tt4692646	6.1	37
tt4693358	6.3	8202
tt4693612	6.4	1659
tt4694544	5.3	12175
tt4694892	7.5	8
tt4695012	6.2	57997
tt4695016	7.9	18
tt4695098	4.7	1498
tt4697228	4.1	112
tt4697376	7.0	8
tt4698650	9.2	6
tt4698940	8.4	31
tt4699202	6.6	533
tt4701906	5.8	65
tt4702442	7.9	12
tt4702752	7.1	97
tt4703048	6.2	11199
tt4703182	4.7	202
tt4704040	7.3	22
tt4704836	8.8	6
tt4704904	7.3	26
tt4705010	7.0	5
tt4705740	4.6	482
tt4706292	7.5	41
tt4708300	6.9	27
tt4712516	4.4	106
tt4712754	5.1	256
tt4714202	7.9	36
tt4714454	7.0	220
tt4715060	7.7	23
tt4715666	9.1	13
tt4717208	3.8	251
tt4717402	7.0	339
tt4717582	4.2	10
tt4717644	6.1	229
tt4718164	7.6	23
tt4720596	5.7	1600
tt4720702	5.2	6032
tt4721404	5.3	708
tt4723718	7.2	144
tt4726988	5.3	326
tt4727128	8.0	51
tt4729426	8.1	33
tt4729560	5.3	635
tt4729642	7.0	12
tt4729790	4.3	154
tt4729896	7.5	93
tt4730786	8.8	43
tt4731132	5.8	136
tt4731148	5.4	6033
tt4733620	6.1	176
tt4736486	7.1	321
tt4738174	6.7	2762
tt4738802	5.5	368
tt4741768	6.4	1583
tt4742618	6.2	11
tt4746102	5.1	547
tt4746216	8.9	208
tt4746254	7.5	51
tt4757648	9.4	8
tt4758646	6.0	30076
tt4760186	7.2	245
tt4760382	9.0	31
tt4761100	6.8	11
tt4762592	4.5	403
tt4762758	5.1	582
tt4764372	8.6	41
tt4765284	5.9	31986
tt4765338	3.7	29
tt4765610	4.6	84
tt4765862	5.5	165
tt4765870	3.7	232
tt4765918	5.4	52
tt4766070	8.5	6
tt4768586	7.5	47
tt4768592	4.8	55
tt4769758	3.6	73
tt4772912	6.0	12
tt4773438	6.5	97
tt4777004	4.3	107
tt4778372	6.5	6
tt4780232	8.3	10
tt4780578	4.4	294
tt4782322	7.6	23
tt4786132	8.1	20
tt4788736	7.5	22
tt4789618	7.7	116
tt4790338	7.9	9
tt4791780	4.6	26
tt4791910	4.7	15
tt4791984	8.4	20
tt4792446	5.4	17
tt4792524	4.5	360
tt4795124	5.9	9744
tt4795730	9.0	29
tt4797160	3.6	636
tt4797490	2.0	33
tt4799050	5.2	33303
tt4801232	6.2	1167
tt4801456	5.3	86
tt4803342	7.5	23
tt4807272	5.9	200
tt4807950	4.3	892
tt4809684	5.0	51
tt4809812	8.1	10
tt4810964	6.0	54
tt4814544	6.5	12
tt4815122	6.5	590
tt4817466	8.2	6
tt4818450	8.3	20
tt4821190	7.3	42
tt4823122	5.1	121
tt4823434	7.3	554
tt4827442	3.0	51
tt4827516	5.2	21
tt4827986	6.3	4022
tt4828018	7.7	6
tt4828304	6.4	100
tt4828330	3.7	211
tt4828492	7.0	59
tt4828940	8.2	15
tt4830786	7.2	642
tt4830836	2.8	6
tt4832248	8.0	73
tt4834220	6.4	1147
tt4835618	5.2	16
tt4835676	6.1	80
tt4836110	7.7	839
tt4837074	1.0	103
tt4837090	5.8	13
tt4838248	7.0	219
tt4838328	8.7	6
tt4839458	7.7	16
tt4841444	8.3	10
tt4841610	6.4	44
tt4842340	9.1	16
tt4842646	6.1	2807
tt4843208	7.1	11
tt4843344	6.0	914
tt4843618	8.6	73
tt4845078	5.3	67
tt4845094	6.5	19
tt4845818	8.8	12
tt4846232	7.3	40439
tt4847454	6.2	19
tt4848010	5.6	144
tt4848066	8.9	7
tt4849438	8.4	58106
tt4851270	7.7	7
tt4851360	7.5	11
tt4851570	6.8	11
tt4853154	5.7	625
tt4855584	9.0	11
tt4856092	7.5	32
tt4857228	8.8	12
tt4857654	7.0	5
tt4860100	5.5	26
tt4862506	5.8	947
tt4864624	5.6	955
tt4865170	2.3	6
tt4866214	3.0	132
tt4866448	5.6	1882
tt4866768	3.2	143
tt4871342	8.5	15
tt4874812	7.1	95
tt4875654	8.3	15
tt4875962	4.7	222
tt4876096	6.8	8
tt4876952	4.8	1087
tt4877122	3.1	40432
tt4877488	9.2	17
tt4880630	6.8	162
tt4881430	3.2	144
tt4882376	7.2	7922
tt4885752	8.9	8
tt4886392	6.9	8
tt4886942	7.1	36
tt4887224	8.1	15
tt4887226	10.0	5
tt4893178	6.6	18
tt4894198	3.7	110
tt4895628	6.6	282
tt4897358	3.3	314
tt4898602	6.6	155
tt4898730	3.6	2768
tt4899370	7.1	15859
tt4900098	4.9	19
tt4902138	9.2	9
tt4902260	5.4	623
tt4903170	6.4	5
tt4906164	4.9	186
tt4906456	3.4	27
tt4906884	4.9	50
tt4906960	5.0	3347
tt4907976	5.5	65
tt4909602	3.8	120
tt4909752	5.8	2975
tt4910010	8.8	24
tt4911288	4.4	159
tt4912622	7.6	161
tt4913810	6.5	41
tt4914314	8.8	9
tt4915282	7.3	14
tt4916178	8.0	19
tt4916936	7.2	16
tt4917224	4.1	1932
tt4917554	8.7	17
tt4919240	7.4	33
tt4919932	8.0	16
tt4921370	1.8	473
tt4922008	7.7	48
tt4922524	6.2	95
tt4923992	8.9	10
tt4924632	6.5	315
tt4924942	6.3	4591
tt4925292	7.5	132355
tt4926746	7.4	9
tt4927984	5.9	166
tt4928814	5.7	460
tt4930584	5.8	5
tt4932388	6.2	541
tt4932580	7.7	7
tt4933410	4.8	95
tt4935898	6.7	26
tt4937114	5.2	1294
tt4938156	6.8	35
tt4939156	7.9	37
tt4942270	5.3	388
tt4942478	3.2	310
tt4942694	6.5	37
tt4943322	6.8	21042
tt4943620	4.9	91
tt4944852	6.6	41
tt4946006	7.4	41
tt4947572	8.5	58
tt4948838	5.6	333
tt4949064	5.9	16
tt4949290	3.9	917
tt4952044	8.7	57
tt4952054	4.5	176
tt4952536	2.6	21
tt4953758	6.8	21
tt4956160	7.0	8
tt4956270	6.8	26
tt4956376	8.4	17
tt4957352	8.2	23
tt4958390	6.1	304
tt4958928	6.5	44
tt4960764	4.2	407
tt4964310	7.6	3701
tt4966028	8.2	13
tt4966532	6.2	2540
tt4966878	6.0	89
tt4967220	6.5	213
tt4967450	3.1	43
tt4967570	7.7	7
tt4969672	2.9	617
tt4971346	4.1	150
tt4974254	2.2	113
tt4974778	4.1	785
tt4977530	6.6	4495
tt4978404	7.4	244
tt4978710	6.3	3687
tt4979826	7.5	21
tt4981012	8.8	14
tt4981752	6.8	74
tt4985854	7.9	118
tt4986134	6.6	4306
tt4986754	4.9	815
tt4986948	8.4	7
tt4991786	6.8	147
tt4991868	7.4	9
tt4991906	7.0	50
tt4994564	5.1	235
tt4994992	2.8	111
tt4995790	7.3	33747
tt4997036	8.3	91
tt4997108	7.2	47
tt4998222	6.2	195
tt5001718	6.4	20545
tt5001868	6.7	11
tt5003038	8.1	16
tt5004420	5.2	267
tt5004842	6.7	7
tt5005752	6.7	7
tt5008256	8.3	105
tt5009286	5.4	739
tt5010982	6.1	294
tt5011848	4.5	115
tt5012370	9.0	35
tt5012482	6.5	13
tt5012620	9.1	18
tt5013056	8.0	400494
tt5014122	8.2	5
tt5017324	5.7	14
tt5017936	6.3	2390
tt5020744	7.4	57
tt5022560	8.8	77
tt5023260	6.6	5307
tt5023566	6.5	116
tt5027162	7.4	341
tt5027774	8.2	250813
tt5028598	5.3	117
tt5029208	6.6	634
tt5029220	5.8	268
tt5029776	5.7	186
tt5030452	6.3	480
tt5031108	3.6	227
tt5031332	7.3	1211
tt5031650	7.3	6
tt5033290	6.4	71
tt5034090	6.7	115
tt5034212	4.5	273
tt5034266	6.9	6476
tt5034444	5.2	86
tt5034870	5.6	33
tt5036260	6.6	34
tt5037626	6.5	365
tt5038134	6.5	21
tt5038806	8.2	30
tt5039578	5.5	212
tt5039994	5.9	3175
tt5040108	7.2	13
tt5040806	4.5	20
tt5041296	5.3	1513
tt5044656	4.2	1143
tt5046500	5.1	143
tt5047090	8.6	38
tt5047136	8.5	33
tt5047336	6.2	498
tt5047400	4.6	599
tt5048814	5.7	49
tt5049298	8.7	7
tt5049580	6.5	65
tt5050876	6.7	738
tt5052448	7.7	314853
tt5052832	9.1	7
tt5056352	7.6	32
tt5057904	5.9	91
tt5061004	5.2	72
tt5061360	7.4	739
tt5061564	5.5	381
tt5062938	7.2	580
tt5065346	6.8	44
tt5066056	4.9	906
tt5067958	5.2	226
tt5068972	6.1	16
tt5069072	9.1	23
tt5069110	8.6	12
tt5069194	5.5	68
tt5070262	6.7	26
tt5072070	7.7	6
tt5072336	6.7	70
tt5072816	7.6	416
tt5072852	3.9	192
tt5075584	6.9	1836
tt5076054	5.8	326
tt5076082	6.4	7
tt5076794	7.7	19
tt5078656	5.8	131
tt5078886	8.9	1192
tt5079452	7.7	9
tt5079608	5.8	30
tt5080732	9.1	13
tt5081304	5.5	81
tt5081702	5.6	11
tt5083366	8.4	11
tt5084170	6.8	9634
tt5084198	8.1	602
tt5085522	5.3	702
tt5085872	8.0	7
tt5087914	3.0	102
tt5088884	4.6	9
tt5089068	5.8	111
tt5089534	6.3	1203
tt5091014	6.6	1899
tt5091108	5.5	114
tt5091530	5.7	2436
tt5091612	7.3	2329
tt5093026	6.5	524
tt5093984	6.8	27
tt5093994	6.9	23
tt5094040	7.2	15
tt5094942	9.1	8
tt5095194	8.4	8
tt5096486	5.9	83
tt5096524	5.8	6
tt5096846	5.7	327
tt5101428	7.2	19
tt5101878	5.4	111
tt5103984	7.2	20
tt5104330	6.4	63
tt5104670	8.1	16
tt5104968	7.3	6
tt5106216	7.6	14
tt5109290	7.7	11
tt5109302	4.1	165
tt5109382	6.3	11
tt5109784	6.7	123234
tt5110386	3.7	452
tt5110942	6.3	118
tt5111490	6.4	8
tt5111550	4.9	19
tt5112578	6.6	10869
tt5112692	6.8	18
tt5113868	7.2	25
tt5114154	7.2	50
tt5116504	4.9	376
tt5117308	8.8	5
tt5117484	3.6	358
tt5118014	7.9	56
tt5119116	5.9	2064
tt5119268	7.4	78
tt5119342	7.7	38
tt5119914	9.4	80
tt5120010	5.0	76
tt5120072	9.1	11
tt5121816	6.3	12501
tt5122222	9.5	14
tt5124206	8.0	37
tt5125414	5.2	754
tt5125562	6.4	17
tt5125628	8.1	20
tt5125718	7.7	12
tt5126042	5.9	35
tt5126178	5.4	66
tt5126274	6.3	47
tt5126922	6.8	5171
tt5128140	7.7	12
tt5129604	6.2	57
tt5130274	6.7	13
tt5130956	6.8	6
tt5131768	6.0	6
tt5132628	5.9	7
tt5136686	3.7	120
tt5137118	6.8	33
tt5137242	6.3	180
tt5137294	5.7	10
tt5138728	8.3	7
tt5140878	6.6	72360
tt5142400	5.7	37
tt5143770	6.1	101
tt5143890	4.0	610
tt5145366	7.0	22
tt5145414	7.2	118
tt5147828	7.2	10
tt5152606	5.5	87
tt5153236	5.9	2286
tt5153952	5.5	151
tt5154280	7.5	20
tt5154846	5.2	18
tt5155046	8.4	10
tt5155486	5.4	711
tt5155780	6.3	21161
tt5156274	6.5	1146
tt5156532	5.3	112
tt5157052	4.4	1333
tt5157326	7.2	1228
tt5157616	6.8	45
tt5157682	6.9	2450
tt5157886	8.7	214
tt5158306	6.8	18
tt5159408	6.8	502
tt5159414	4.4	2659
tt5160954	3.5	97
tt5160962	6.2	13
tt5161018	6.1	648
tt5161028	7.5	76
tt5161058	6.5	823
tt5162150	8.0	13
tt5162658	5.7	715
tt5164288	4.6	35
tt5164446	5.5	404
tt5164664	8.0	25
tt5165878	8.5	1465
tt5167966	7.2	403
tt5168832	5.4	1494
tt5174926	8.2	17
tt5174992	7.8	17
tt5175450	6.4	6452
tt5175636	5.4	139
tt5175872	6.1	14
tt5176126	7.7	9
tt5176252	6.5	2419
tt5176390	5.3	589
tt5176832	2.6	229
tt5178120	7.0	85
tt5179398	8.0	20
tt5180888	6.4	112
tt5181350	8.2	16
tt5181852	4.7	2195
tt5182656	8.2	13
tt5183500	6.4	85
tt5183594	6.2	97
tt5185994	7.0	6
tt5187360	9.1	7
tt5187886	6.1	1427
tt5189770	5.1	1640
tt5189828	4.5	482
tt5189894	6.0	2687
tt5191758	5.9	51
tt5192674	7.2	27
tt5193658	6.0	29
tt5193790	6.6	382
tt5194048	3.0	200
tt5194294	8.5	37
tt5194504	5.9	487
tt5195438	8.8	32
tt5195828	7.6	29
tt5197092	5.7	89
tt5198670	5.8	294
tt5198764	7.4	15
tt5198796	5.3	272
tt5198868	5.5	108
tt5200368	5.0	256
tt5202974	7.5	32
tt5205256	5.4	167
tt5205930	7.1	13
tt5207262	6.3	1397
tt5207838	7.8	24
tt5207840	4.1	47
tt5208216	6.2	5915
tt5208682	7.8	9
tt5209346	8.8	13
tt5209478	3.6	250
tt5210054	9.1	12
tt5212542	7.5	22
tt5212918	5.7	660
tt5213870	5.0	569
tt5213992	9.0	10
tt5214108	7.5	28
tt5215010	6.9	9
tt5215656	7.9	10
tt5218736	7.7	18
tt5219972	6.1	255
tt5220252	6.6	150
tt5222578	5.7	742
tt5222918	7.2	7440
tt5224012	6.9	1352
tt5224790	7.6	36
tt5224894	4.0	9
tt5225382	5.3	114
tt5225428	6.7	100
tt5226512	6.2	1740
tt5226618	6.9	57
tt5226984	6.9	3159
tt5227524	7.5	33
tt5228262	5.5	24
tt5228304	6.4	91
tt5228578	9.0	23
tt5233558	7.0	831
tt5237684	7.0	7
tt5238240	6.9	1639
tt5238514	7.4	56
tt5238824	5.2	29
tt5239558	7.5	339
tt5239942	5.8	145
tt5240258	5.2	314
tt5240730	3.9	42
tt5241482	8.3	147
tt5241538	6.8	57
tt5242548	7.2	292
tt5242684	3.2	440
tt5242920	5.0	79
tt5243490	7.1	12
tt5244974	4.5	279
tt5246902	7.2	8
tt5247026	5.7	1063
tt5247704	7.0	2191
tt5247768	6.6	189
tt5247776	5.9	562
tt5249098	8.0	11
tt5249200	6.6	32
tt5252564	6.4	124
tt5253282	6.7	1613
tt5254154	3.7	20
tt5254566	7.6	10
tt5254636	6.9	106
tt5254886	7.0	23
tt5256098	6.4	21
tt5256600	7.2	9
tt5257554	4.3	145
tt5258324	7.4	5
tt5258850	7.6	3369
tt5258904	5.2	333
tt5259236	6.8	154
tt5259498	7.0	128
tt5259790	4.2	101
tt5261190	6.6	24
tt5263326	8.4	14
tt5265492	9.1	38
tt5265898	6.1	30
tt5265948	7.4	28
tt5265976	9.5	36
tt5266456	3.7	146
tt5266764	7.7	7
tt5268028	7.6	77
tt5268678	9.2	5
tt5269754	7.1	15
tt5270378	4.3	13
tt5270948	6.7	3274
tt5271340	3.3	14
tt5271794	7.5	87
tt5273624	5.4	2004
tt5275476	6.6	367
tt5275884	6.6	38
tt5277896	5.4	13
tt5278386	8.9	35
tt5279122	7.5	108
tt5279722	6.9	10
tt5280684	5.3	1339
tt5281700	5.3	395
tt5283288	4.0	196
tt5284224	6.2	8
tt5286268	5.5	1084
tt5286432	6.3	922
tt5286898	6.9	14
tt5288646	6.5	1226
tt5289170	5.7	61
tt5291714	8.1	10
tt5291976	3.5	300
tt5292928	6.0	7
tt5293604	7.0	256
tt5294550	6.9	41969
tt5296086	6.9	427
tt5297612	6.0	9
tt5298742	9.2	10
tt5300754	7.3	35
tt5300840	9.0	19
tt5301544	3.7	240
tt5301662	7.2	10265
tt5303106	3.2	109
tt5303562	8.2	5
tt5303632	6.1	230
tt5304464	6.8	7247
tt5304874	6.5	557
tt5305352	8.8	12
tt5305950	8.0	289
tt5307194	5.4	120
tt5308240	5.9	154
tt5308322	6.5	57926
tt5308364	5.7	123
tt5309844	8.1	789
tt5310412	8.1	780
tt5311972	5.8	120
tt5312266	6.1	44
tt5313906	6.6	320
tt5313922	5.1	68
tt5313962	5.2	21
tt5313994	5.6	36
tt5314118	7.6	524
tt5315510	7.4	7
tt5317276	5.0	5
tt5317670	9.0	23
tt5318534	5.6	850
tt5319656	5.8	181
tt5319866	6.5	1039
tt5320124	8.1	10
tt5321568	7.0	240
tt5322012	5.1	11550
tt5322136	7.3	58
tt5323640	6.6	4380
tt5323760	6.8	534
tt5325604	4.4	145
tt5326138	5.8	83
tt5326520	2.6	486
tt5327850	5.1	33
tt5328006	8.0	7
tt5328350	6.4	2485
tt5328952	5.9	263
tt5329852	6.2	141
tt5331532	5.6	162
tt5331594	7.9	251
tt5333070	7.4	16
tt5333710	7.3	16
tt5334076	6.6	433
tt5334276	7.6	18
tt5334304	8.2	51
tt5335314	8.5	1132
tt5335438	7.0	47
tt5335682	4.7	182
tt5336234	7.8	36
tt5337480	5.4	279
tt5337694	6.2	67
tt5338644	5.5	444
tt5339226	6.7	55
tt5339418	6.2	7721
tt5339894	3.7	58
tt5340300	7.3	3530
tt5340626	6.3	48
tt5341032	7.6	97
tt5342650	5.2	606
tt5342736	7.0	10
tt5342784	8.3	7
tt5342904	5.3	528
tt5343532	5.1	62
tt5344150	7.4	8
tt5344186	7.9	7
tt5344876	4.0	255
tt5345032	7.3	42
tt5345806	5.6	90
tt5348236	6.8	1505
tt5348766	5.4	28
tt5349672	6.3	38
tt5350300	6.1	13
tt5351352	6.5	52
tt5351458	5.9	2753
tt5351818	6.1	2558
tt5352846	5.3	4656
tt5353304	7.2	5
tt5354362	6.6	70
tt5356260	8.8	66
tt5356274	6.9	203
tt5356292	5.7	236
tt5358146	9.0	25
tt5359048	4.8	28
tt5359832	7.7	271
tt5359928	8.5	22
tt5360150	9.0	6
tt5361064	4.2	124
tt5361488	5.5	461
tt5361668	4.1	36
tt5362988	7.8	130147
tt5365066	8.3	32
tt5367592	7.2	5
tt5368552	5.6	58
tt5369760	7.3	76
tt5370114	8.1	12
tt5370442	6.7	375
tt5370828	7.2	1379
tt5371408	6.4	754
tt5371982	7.3	10
tt5372612	6.5	6
tt5372628	7.3	61
tt5372638	5.3	13
tt5373132	8.2	6
tt5373588	7.5	121
tt5373854	5.2	141
tt5374002	4.2	16
tt5374556	6.6	7
tt5375258	9.1	19
tt5375434	6.7	661
tt5376196	6.9	1512
tt5376752	6.2	5
tt5377624	3.6	39
tt5378294	5.5	25
tt5379294	6.0	1360
tt5390066	5.3	1570
tt5390246	4.1	373
tt5390504	7.4	32860
tt5396396	5.7	51
tt5397464	6.4	22
tt5419398	7.1	17
tt5420886	5.8	3745
tt5421078	7.8	9
tt5424362	8.0	8
tt5425264	6.2	796
tt5425502	4.8	182
tt5426266	7.2	5
tt5428178	3.1	34
tt5431082	6.8	3661
tt5431600	3.3	1560
tt5432712	6.8	434
tt5433884	6.0	33
tt5435476	5.1	285
tt5436228	5.8	605
tt5439796	7.1	86326
tt5440516	6.2	53
tt5441282	5.5	8
tt5442430	6.6	159883
tt5442456	5.7	7207
tt5442626	3.5	101
tt5442884	6.8	29
tt5445072	2.8	8
tt5446444	5.9	220
tt5447136	6.3	439
tt5447962	4.5	43
tt5450524	5.9	302
tt5451244	6.8	1052
tt5451640	4.3	202
tt5451690	5.5	1798
tt5453522	5.4	248
tt5455410	6.6	172
tt5455426	6.9	27
tt5456104	6.3	1036
tt5456546	3.9	6272
tt5456782	8.5	8
tt5457078	6.2	166
tt5457454	3.9	341
tt5457484	3.3	545
tt5457656	6.8	110
tt5457686	7.5	44
tt5457926	5.5	10
tt5458406	8.0	413
tt5458566	5.3	1276
tt5459388	5.1	131
tt5460016	8.5	10
tt5460276	7.1	21077
tt5460416	8.4	19
tt5460530	5.2	4166
tt5460548	6.5	513
tt5461616	7.8	5
tt5461956	5.1	2897
tt5462288	9.1	46
tt5462326	5.5	9512
tt5462602	7.6	88580
tt5462906	5.9	131
tt5463608	7.0	11
tt5464234	4.9	5870
tt5464242	7.8	18
tt5466112	6.9	58
tt5467376	8.1	7
tt5467554	6.2	862
tt5467702	7.9	61
tt5467852	5.3	87
tt5468016	7.5	344
tt5468018	7.2	217
tt5468130	7.3	45
tt5469480	6.5	13
tt5470742	2.7	143
tt5471588	5.6	27
tt5472374	5.7	2489
tt5472614	8.4	14
tt5472896	3.8	273
tt5473706	5.1	481
tt5473806	4.7	33
tt5474042	4.2	4655
tt5475468	5.7	92
tt5476944	7.6	436
tt5478478	7.2	30867
tt5478746	3.5	11
tt5479010	7.1	37
tt5479616	5.3	1706
tt5480036	7.3	11
tt5480782	7.0	651
tt5481010	6.0	316
tt5482362	8.9	66
tt5482596	8.0	12
tt5483940	5.1	36
tt5485466	6.2	46
tt5485522	6.4	130
tt5485578	3.8	167
tt5486164	8.2	6
tt5489004	6.2	148
tt5489156	6.8	23
tt5489950	7.5	8
tt5490310	5.2	301
tt5490470	6.3	97
tt5490508	4.8	5
tt5491752	7.5	20
tt5492260	6.8	68
tt5492502	6.4	239
tt5493172	6.2	42
tt5493404	4.7	72
tt5494006	7.4	17
tt5495040	7.7	138
tt5495122	9.3	48
tt5495726	6.8	328
tt5495792	6.5	59
tt5498056	7.1	14
tt5501124	8.1	78
tt5501158	7.6	370
tt5502766	6.1	2764
tt5503688	5.7	3363
tt5504810	4.7	133
tt5508576	6.8	105
tt5510970	7.2	33
tt5511146	7.3	26
tt5511856	9.0	5
tt5511970	6.5	41
tt5512160	5.7	146
tt5512674	8.3	22
tt5513718	4.8	79
tt5513920	6.3	891
tt5514632	6.9	159
tt5514674	7.7	9
tt5514914	5.8	33
tt5515214	6.4	5
tt5515814	7.4	30
tt5516328	6.7	3786
tt5517708	6.3	136
tt5517996	6.7	21
tt5518168	7.0	24
tt5518756	4.8	255
tt5519340	6.4	129546
tt5520404	4.6	35
tt5521594	6.7	188
tt5521724	7.0	19
tt5524320	6.4	22
tt5525418	7.5	51
tt5525846	9.0	10
tt5526362	8.8	15
tt5526536	3.4	92
tt5527892	4.4	17
tt5528268	5.4	24
tt5528282	7.0	183
tt5532370	5.4	600
tt5532520	8.5	6
tt5534434	5.6	2293
tt5534436	8.5	2290
tt5535522	4.0	124
tt5536736	7.0	24311
tt5536910	5.1	10
tt5537228	6.5	2732
tt5537300	8.7	27
tt5537330	6.8	27
tt5537514	6.1	73
tt5537600	7.8	28
tt5537686	6.9	313
tt5538118	8.0	298
tt5538704	5.0	2164
tt5539052	5.9	5637
tt5539054	4.6	7069
tt5539284	8.0	66
tt5539466	6.4	153
tt5540040	5.8	6
tt5540188	6.8	4147
tt5540194	6.1	206
tt5540622	5.9	72
tt5540992	5.0	222
tt5541132	7.3	412
tt5541240	6.9	26903
tt5541848	7.8	20851
tt5542802	4.0	2187
tt5542888	8.8	25
tt5543578	6.0	6
tt5543600	5.7	436
tt5543604	5.4	413
tt5543696	7.1	12
tt5543734	9.5	8
tt5543746	4.5	226
tt5544224	4.0	119
tt5544384	7.4	3079
tt5544662	3.5	169
tt5544754	4.3	124
tt5545254	7.0	148
tt5545984	6.9	174
tt5546540	6.4	436
tt5553210	3.7	430
tt5554314	7.7	18
tt5555824	4.2	87
tt5556068	7.0	117
tt5559528	8.2	1875
tt5559544	5.9	43
tt5562832	8.1	32
tt5563330	6.6	2779
tt5563862	4.7	539
tt5564148	6.1	56
tt5564792	7.4	14
tt5564932	6.2	15
tt5565200	7.7	32
tt5565254	4.1	111
tt5565914	5.5	6
tt5566590	6.9	16
tt5566608	4.2	9
tt5566714	7.9	249
tt5568462	8.6	9
tt5568866	7.3	7
tt5569344	3.6	140
tt5570086	5.4	14
tt5570606	5.8	20
tt5570680	5.6	75
tt5571724	5.8	133
tt5572232	7.7	19
tt5573852	6.4	38
tt5574080	8.6	11
tt5574342	5.3	15
tt5575258	4.6	74
tt5575800	7.8	6
tt5576314	8.3	6
tt5576318	7.0	1217
tt5576912	7.9	8
tt5576992	6.5	6
tt5577492	7.4	19
tt5577742	5.1	4042
tt5578150	4.5	329
tt5578538	6.1	127
tt5578604	6.8	17
tt5579356	8.2	44
tt5579976	8.9	31
tt5579982	5.6	236
tt5580036	7.5	97471
tt5580130	5.7	38
tt5580252	7.0	36
tt5580390	7.4	227980
tt5580536	3.9	2909
tt5580602	3.6	172
tt5582430	6.4	56
tt5582566	7.8	11
tt5582698	8.3	15
tt5584140	7.5	94
tt5584176	5.4	321
tt5584732	6.5	705
tt5584756	6.6	203
tt5584782	6.8	186
tt5584796	6.9	1175
tt5584852	5.7	77
tt5585662	2.4	61
tt5585946	6.8	149
tt5586052	7.1	232
tt5586362	4.0	513
tt5588118	6.4	12
tt5588850	5.9	784
tt5588938	8.2	10
tt5589816	5.9	269
tt5591240	8.5	12
tt5591278	8.7	252
tt5591786	7.3	506
tt5591954	8.0	22
tt5592248	6.4	36035
tt5592878	6.6	224
tt5593416	6.4	207
tt5594444	4.7	353
tt5597162	9.3	6
tt5597198	8.0	1420
tt5598102	7.9	5266
tt5598160	6.7	1148
tt5598172	4.8	842
tt5599140	5.9	28
tt5599332	5.5	20
